year,Hourly.Salary,Sex_male,Race_hispanic,Race_white,Education_bachelors_degree,Education_high_school,Education_less_than_hs,Education_some_college
2016,16.71,False,False,False,False,True,False,False
2015,16.21,False,False,False,False,True,False,False
2014,16.09,False,False,False,False,True,False,False
2013,16.6,False,False,False,False,True,False,False
2012,16.52,False,False,False,False,True,False,False
2011,16.56,False,False,False,False,True,False,False
2010,17.33,False,False,False,False,True,False,False
2009,17.26,False,False,False,False,True,False,False
2008,16.69,False,False,False,False,True,False,False
2007,17.22,False,False,False,False,True,False,False
2006,17.02,False,False,False,False,True,False,False
2005,17.07,False,False,False,False,True,False,False
2004,17.51,False,False,False,False,True,False,False
2003,17.59,False,False,False,False,True,False,False
2002,17.41,False,False,False,False,True,False,False
2001,16.97,False,False,False,False,True,False,False
2000,16.81,False,False,False,False,True,False,False
1999,16.42,False,False,False,False,True,False,False
1998,16.25,False,False,False,False,True,False,False
1997,15.83,False,False,False,False,True,False,False
1996,15.7,False,False,False,False,True,False,False
1995,15.53,False,False,False,False,True,False,False
1994,15.79,False,False,False,False,True,False,False
1993,15.84,False,False,False,False,True,False,False
1992,15.73,False,False,False,False,True,False,False
1991,15.84,False,False,False,False,True,False,False
1990,15.63,False,False,False,False,True,False,False
1989,15.69,False,False,False,False,True,False,False
1988,16.17,False,False,False,False,True,False,False
1987,16.03,False,False,False,False,True,False,False
1986,16.09,False,False,False,False,True,False,False
1985,15.87,False,False,False,False,True,False,False
1984,15.65,False,False,False,False,True,False,False
1983,15.94,False,False,False,False,True,False,False
1982,15.95,False,False,False,False,True,False,False
1981,15.86,False,False,False,False,True,False,False
1980,16.09,False,False,False,False,True,False,False
1979,16.3,False,False,False,False,True,False,False
1978,17.0,False,False,False,False,True,False,False
1977,16.3,False,False,False,False,True,False,False
1976,16.4,False,False,False,False,True,False,False
1975,15.88,False,False,False,False,True,False,False
1974,15.55,False,False,False,False,True,False,False
1973,15.79,False,False,False,False,True,False,False
2022,20.36,False,False,False,False,False,False,True
2021,20.18,False,False,False,False,False,False,True
2020,20.31,False,False,False,False,False,False,True
2019,19.17,False,False,False,False,False,False,True
2018,18.57,False,False,False,False,False,False,True
2017,18.76,False,False,False,False,False,False,True
2016,18.88,False,False,False,False,False,False,True
2015,18.5,False,False,False,False,False,False,True
2014,18.39,False,False,False,False,False,False,True
2013,18.32,False,False,False,False,False,False,True
2012,18.66,False,False,False,False,False,False,True
2011,18.8,False,False,False,False,False,False,True
2010,19.61,False,False,False,False,False,False,True
2009,19.88,False,False,False,False,False,False,True
2008,19.55,False,False,False,False,False,False,True
2007,20.07,False,False,False,False,False,False,True
2006,19.94,False,False,False,False,False,False,True
2005,19.69,False,False,False,False,False,False,True
2004,20.01,False,False,False,False,False,False,True
2003,20.45,False,False,False,False,False,False,True
2002,20.15,False,False,False,False,False,False,True
2001,19.7,False,False,False,False,False,False,True
2000,19.59,False,False,False,False,False,False,True
1999,19.21,False,False,False,False,False,False,True
1998,19.29,False,False,False,False,False,False,True
1997,18.78,False,False,False,False,False,False,True
1996,17.92,False,False,False,False,False,False,True
1995,18.59,False,False,False,False,False,False,True
1994,18.9,False,False,False,False,False,False,True
1993,18.7,False,False,False,False,False,False,True
1992,18.98,False,False,False,False,False,False,True
1991,18.91,False,False,False,False,False,False,True
1990,18.77,False,False,False,False,False,False,True
1989,19.0,False,False,False,False,False,False,True
1988,18.67,False,False,False,False,False,False,True
1987,18.76,False,False,False,False,False,False,True
1986,18.48,False,False,False,False,False,False,True
1985,18.3,False,False,False,False,False,False,True
1984,18.04,False,False,False,False,False,False,True
1983,17.71,False,False,False,False,False,False,True
1982,17.88,False,False,False,False,False,False,True
1981,18.14,False,False,False,False,False,False,True
1980,18.28,False,False,False,False,False,False,True
1979,18.54,False,False,False,False,False,False,True
1978,18.24,False,False,False,False,False,False,True
1977,18.87,False,False,False,False,False,False,True
1976,19.11,False,False,False,False,False,False,True
1975,18.11,False,False,False,False,False,False,True
1974,18.19,False,False,False,False,False,False,True
1973,18.11,False,False,False,False,False,False,True
2022,29.94,False,False,False,True,False,False,False
2021,29.35,False,False,False,True,False,False,False
2020,31.38,False,False,False,True,False,False,False
2019,30.31,False,False,False,True,False,False,False
2018,30.85,False,False,False,True,False,False,False
2017,29.19,False,False,False,True,False,False,False
2016,29.56,False,False,False,True,False,False,False
2015,30.42,False,False,False,True,False,False,False
2014,30.2,False,False,False,True,False,False,False
2013,29.57,False,False,False,True,False,False,False
2012,29.43,False,False,False,True,False,False,False
2011,30.49,False,False,False,True,False,False,False
2010,30.53,False,False,False,True,False,False,False
2009,29.59,False,False,False,True,False,False,False
2008,30.5,False,False,False,True,False,False,False
2007,29.77,False,False,False,True,False,False,False
2006,30.53,False,False,False,True,False,False,False
2005,29.25,False,False,False,True,False,False,False
2004,30.28,False,False,False,True,False,False,False
2003,31.02,False,False,False,True,False,False,False
2002,30.11,False,False,False,True,False,False,False
2001,30.11,False,False,False,True,False,False,False
2000,30.18,False,False,False,True,False,False,False
1999,29.54,False,False,False,True,False,False,False
1998,28.68,False,False,False,True,False,False,False
1997,26.6,False,False,False,True,False,False,False
1996,26.03,False,False,False,True,False,False,False
1995,27.99,False,False,False,True,False,False,False
1994,27.01,False,False,False,True,False,False,False
1993,27.45,False,False,False,True,False,False,False
1992,27.01,False,False,False,True,False,False,False
1991,26.81,False,False,False,True,False,False,False
1990,25.51,False,False,False,True,False,False,False
1989,25.97,False,False,False,True,False,False,False
1988,26.04,False,False,False,True,False,False,False
1987,25.21,False,False,False,True,False,False,False
1986,24.6,False,False,False,True,False,False,False
1985,25.15,False,False,False,True,False,False,False
1984,23.66,False,False,False,True,False,False,False
1983,23.73,False,False,False,True,False,False,False
1982,23.54,False,False,False,True,False,False,False
1981,23.82,False,False,False,True,False,False,False
1980,23.99,False,False,False,True,False,False,False
1979,23.84,False,False,False,True,False,False,False
1978,25.47,False,False,False,True,False,False,False
1977,25.83,False,False,False,True,False,False,False
1976,26.1,False,False,False,True,False,False,False
1975,27.93,False,False,False,True,False,False,False
1974,27.8,False,False,False,True,False,False,False
1973,28.35,False,False,False,True,False,False,False
2022,39.41,False,False,False,False,False,False,False
2021,40.07,False,False,False,False,False,False,False
2020,42.44,False,False,False,False,False,False,False
2019,40.42,False,False,False,False,False,False,False
2018,39.64,False,False,False,False,False,False,False
2017,38.26,False,False,False,False,False,False,False
2016,38.55,False,False,False,False,False,False,False
2015,37.37,False,False,False,False,False,False,False
2014,37.88,False,False,False,False,False,False,False
2013,38.4,False,False,False,False,False,False,False
2012,37.46,False,False,False,False,False,False,False
2011,38.01,False,False,False,False,False,False,False
2010,37.74,False,False,False,False,False,False,False
2009,39.37,False,False,False,False,False,False,False
2008,38.24,False,False,False,False,False,False,False
2007,38.75,False,False,False,False,False,False,False
2006,38.06,False,False,False,False,False,False,False
2005,38.33,False,False,False,False,False,False,False
2004,38.36,False,False,False,False,False,False,False
2003,37.78,False,False,False,False,False,False,False
2002,38.8,False,False,False,False,False,False,False
2001,37.22,False,False,False,False,False,False,False
2000,36.87,False,False,False,False,False,False,False
1999,37.04,False,False,False,False,False,False,False
1998,36.92,False,False,False,False,False,False,False
1997,33.9,False,False,False,False,False,False,False
1996,35.73,False,False,False,False,False,False,False
1995,37.9,False,False,False,False,False,False,False
1994,37.24,False,False,False,False,False,False,False
1993,35.67,False,False,False,False,False,False,False
1992,34.1,False,False,False,False,False,False,False
1991,32.58,False,False,False,False,False,False,False
1990,32.97,False,False,False,False,False,False,False
1989,34.39,False,False,False,False,False,False,False
1988,35.8,False,False,False,False,False,False,False
1987,33.45,False,False,False,False,False,False,False
1986,33.04,False,False,False,False,False,False,False
1985,31.28,False,False,False,False,False,False,False
1984,31.81,False,False,False,False,False,False,False
1983,30.64,False,False,False,False,False,False,False
1982,30.65,False,False,False,False,False,False,False
1981,31.05,False,False,False,False,False,False,False
1980,31.58,False,False,False,False,False,False,False
1979,29.34,False,False,False,False,False,False,False
1978,34.08,False,False,False,False,False,False,False
1977,37.1,False,False,False,False,False,False,False
1976,34.92,False,False,False,False,False,False,False
1975,33.03,False,False,False,False,False,False,False
1974,33.86,False,False,False,False,False,False,False
1973,41.81,False,False,False,False,False,False,False
2022,14.74,False,True,False,False,False,True,False
2021,14.97,False,True,False,False,False,True,False
2020,14.58,False,True,False,False,False,True,False
2019,14.5,False,True,False,False,False,True,False
2018,13.47,False,True,False,False,False,True,False
2017,13.36,False,True,False,False,False,True,False
2016,13.4,False,True,False,False,False,True,False
2015,13.42,False,True,False,False,False,True,False
2014,12.61,False,True,False,False,False,True,False
2013,12.8,False,True,False,False,False,True,False
2012,12.61,False,True,False,False,False,True,False
2011,13.06,False,True,False,False,False,True,False
2010,12.89,False,True,False,False,False,True,False
2009,13.24,False,True,False,False,False,True,False
2008,13.02,False,True,False,False,False,True,False
2007,12.76,False,True,False,False,False,True,False
2006,12.68,False,True,False,False,False,True,False
2005,12.64,False,True,False,False,False,True,False
2004,12.69,False,True,False,False,False,True,False
2003,13.04,False,True,False,False,False,True,False
2002,12.8,False,True,False,False,False,True,False
2001,12.83,False,True,False,False,False,True,False
2000,12.29,False,True,False,False,False,True,False
1999,12.16,False,True,False,False,False,True,False
1998,12.1,False,True,False,False,False,True,False
1997,11.83,False,True,False,False,False,True,False
1996,11.77,False,True,False,False,False,True,False
1995,11.35,False,True,False,False,False,True,False
1994,12.07,False,True,False,False,False,True,False
1993,11.94,False,True,False,False,False,True,False
1992,12.18,False,True,False,False,False,True,False
1991,12.19,False,True,False,False,False,True,False
1990,12.07,False,True,False,False,False,True,False
1989,12.13,False,True,False,False,False,True,False
1988,12.27,False,True,False,False,False,True,False
1987,12.31,False,True,False,False,False,True,False
1986,12.18,False,True,False,False,False,True,False
1985,12.4,False,True,False,False,False,True,False
1984,12.39,False,True,False,False,False,True,False
1983,12.35,False,True,False,False,False,True,False
1982,12.67,False,True,False,False,False,True,False
1981,13.02,False,True,False,False,False,True,False
1980,12.87,False,True,False,False,False,True,False
1979,13.2,False,True,False,False,False,True,False
1978,13.08,False,True,False,False,False,True,False
1977,12.66,False,True,False,False,False,True,False
1976,13.79,False,True,False,False,False,True,False
1975,12.87,False,True,False,False,False,True,False
1974,13.24,False,True,False,False,False,True,False
1973,12.92,False,True,False,False,False,True,False
2022,18.18,False,True,False,False,True,False,False
2021,18.34,False,True,False,False,True,False,False
2020,18.5,False,True,False,False,True,False,False
2019,17.71,False,True,False,False,True,False,False
2018,17.28,False,True,False,False,True,False,False
2017,17.02,False,True,False,False,True,False,False
2016,17.11,False,True,False,False,True,False,False
2015,16.99,False,True,False,False,True,False,False
2014,16.55,False,True,False,False,True,False,False
2013,16.23,False,True,False,False,True,False,False
2012,16.41,False,True,False,False,True,False,False
2011,16.56,False,True,False,False,True,False,False
2010,16.85,False,True,False,False,True,False,False
2009,17.43,False,True,False,False,True,False,False
2008,16.7,False,True,False,False,True,False,False
2007,16.91,False,True,False,False,True,False,False
2006,16.9,False,True,False,False,True,False,False
2005,16.96,False,True,False,False,True,False,False
2004,17.24,False,True,False,False,True,False,False
2003,17.38,False,True,False,False,True,False,False
2002,16.66,False,True,False,False,True,False,False
2001,16.88,False,True,False,False,True,False,False
2000,16.53,False,True,False,False,True,False,False
1999,16.38,False,True,False,False,True,False,False
1998,16.27,False,True,False,False,True,False,False
1997,15.66,False,True,False,False,True,False,False
1996,15.53,False,True,False,False,True,False,False
1995,15.91,False,True,False,False,True,False,False
1994,16.47,False,True,False,False,True,False,False
1993,16.25,False,True,False,False,True,False,False
1992,15.79,False,True,False,False,True,False,False
1991,16.11,False,True,False,False,True,False,False
1990,15.93,False,True,False,False,True,False,False
1989,15.95,False,True,False,False,True,False,False
1988,15.77,False,True,False,False,True,False,False
1987,15.97,False,True,False,False,True,False,False
1986,16.35,False,True,False,False,True,False,False
1985,15.89,False,True,False,False,True,False,False
1984,16.25,False,True,False,False,True,False,False
1983,16.02,False,True,False,False,True,False,False
1982,16.48,False,True,False,False,True,False,False
1981,16.13,False,True,False,False,True,False,False
1980,16.16,False,True,False,False,True,False,False
1979,16.27,False,True,False,False,True,False,False
1978,15.72,False,True,False,False,True,False,False
1977,17.22,False,True,False,False,True,False,False
1976,17.29,False,True,False,False,True,False,False
1975,16.04,False,True,False,False,True,False,False
1974,16.29,False,True,False,False,True,False,False
1973,16.46,False,True,False,False,True,False,False
2022,20.64,False,True,False,False,False,False,True
2021,21.14,False,True,False,False,False,False,True
2020,20.69,False,True,False,False,False,False,True
2019,19.69,False,True,False,False,False,False,True
2018,19.29,False,True,False,False,False,False,True
2017,19.6,False,True,False,False,False,False,True
2016,19.26,False,True,False,False,False,False,True
2015,18.66,False,True,False,False,False,False,True
2014,18.22,False,True,False,False,False,False,True
2013,18.7,False,True,False,False,False,False,True
2012,18.78,False,True,False,False,False,False,True
2011,19.44,False,True,False,False,False,False,True
2010,19.65,False,True,False,False,False,False,True
2009,19.63,False,True,False,False,False,False,True
2008,19.86,False,True,False,False,False,False,True
2007,19.94,False,True,False,False,False,False,True
2006,19.62,False,True,False,False,False,False,True
2005,19.73,False,True,False,False,False,False,True
2004,20.08,False,True,False,False,False,False,True
2003,20.13,False,True,False,False,False,False,True
2002,20.03,False,True,False,False,False,False,True
2001,19.71,False,True,False,False,False,False,True
2000,19.38,False,True,False,False,False,False,True
1999,19.03,False,True,False,False,False,False,True
1998,19.21,False,True,False,False,False,False,True
1997,18.37,False,True,False,False,False,False,True
1996,18.28,False,True,False,False,False,False,True
1995,18.17,False,True,False,False,False,False,True
1994,18.86,False,True,False,False,False,False,True
1993,18.79,False,True,False,False,False,False,True
1992,18.89,False,True,False,False,False,False,True
1991,18.51,False,True,False,False,False,False,True
1990,18.33,False,True,False,False,False,False,True
1989,19.17,False,True,False,False,False,False,True
1988,19.43,False,True,False,False,False,False,True
1987,18.92,False,True,False,False,False,False,True
1986,18.68,False,True,False,False,False,False,True
1985,18.38,False,True,False,False,False,False,True
1984,17.79,False,True,False,False,False,False,True
1983,18.94,False,True,False,False,False,False,True
1982,17.68,False,True,False,False,False,False,True
1981,17.49,False,True,False,False,False,False,True
1980,17.86,False,True,False,False,False,False,True
1979,18.02,False,True,False,False,False,False,True
1978,17.56,False,True,False,False,False,False,True
1977,17.12,False,True,False,False,False,False,True
1976,17.4,False,True,False,False,False,False,True
1975,17.04,False,True,False,False,False,False,True
1974,18.17,False,True,False,False,False,False,True
1973,20.22,False,True,False,False,False,False,True
2022,31.13,False,True,False,True,False,False,False
2021,31.25,False,True,False,True,False,False,False
2020,31.55,False,True,False,True,False,False,False
2019,30.18,False,True,False,True,False,False,False
2018,29.47,False,True,False,True,False,False,False
2017,29.69,False,True,False,True,False,False,False
2016,29.41,False,True,False,True,False,False,False
2015,29.71,False,True,False,True,False,False,False
2014,28.53,False,True,False,True,False,False,False
2013,28.2,False,True,False,True,False,False,False
2012,27.58,False,True,False,True,False,False,False
2011,28.19,False,True,False,True,False,False,False
2010,28.39,False,True,False,True,False,False,False
2009,29.44,False,True,False,True,False,False,False
2008,28.68,False,True,False,True,False,False,False
2007,29.81,False,True,False,True,False,False,False
2006,28.8,False,True,False,True,False,False,False
2005,28.61,False,True,False,True,False,False,False
2004,29.68,False,True,False,True,False,False,False
2003,28.66,False,True,False,True,False,False,False
2002,28.39,False,True,False,True,False,False,False
2001,28.71,False,True,False,True,False,False,False
2000,28.28,False,True,False,True,False,False,False
1999,28.09,False,True,False,True,False,False,False
1998,27.55,False,True,False,True,False,False,False
1997,27.23,False,True,False,True,False,False,False
1996,26.75,False,True,False,True,False,False,False
1995,26.66,False,True,False,True,False,False,False
1994,26.7,False,True,False,True,False,False,False
1993,25.57,False,True,False,True,False,False,False
1992,26.66,False,True,False,True,False,False,False
1991,25.4,False,True,False,True,False,False,False
1990,26.63,False,True,False,True,False,False,False
1989,25.12,False,True,False,True,False,False,False
1988,24.59,False,True,False,True,False,False,False
1987,25.01,False,True,False,True,False,False,False
1986,24.92,False,True,False,True,False,False,False
1985,24.12,False,True,False,True,False,False,False
1984,22.23,False,True,False,True,False,False,False
1983,23.17,False,True,False,True,False,False,False
1982,23.98,False,True,False,True,False,False,False
1981,21.29,False,True,False,True,False,False,False
1980,22.6,False,True,False,True,False,False,False
1979,21.94,False,True,False,True,False,False,False
1978,21.26,False,True,False,True,False,False,False
1977,21.49,False,True,False,True,False,False,False
1976,20.29,False,True,False,True,False,False,False
1975,18.85,False,True,False,True,False,False,False
1974,21.7,False,True,False,True,False,False,False
1973,22.23,False,True,False,True,False,False,False
2022,40.64,False,True,False,False,False,False,False
2021,42.47,False,True,False,False,False,False,False
2020,44.15,False,True,False,False,False,False,False
2019,42.3,False,True,False,False,False,False,False
2018,39.35,False,True,False,False,False,False,False
2017,38.43,False,True,False,False,False,False,False
2016,37.77,False,True,False,False,False,False,False
2015,36.37,False,True,False,False,False,False,False
2014,37.16,False,True,False,False,False,False,False
2013,36.92,False,True,False,False,False,False,False
2012,38.91,False,True,False,False,False,False,False
2011,39.59,False,True,False,False,False,False,False
2010,41.27,False,True,False,False,False,False,False
2009,41.34,False,True,False,False,False,False,False
2008,37.34,False,True,False,False,False,False,False
2007,40.13,False,True,False,False,False,False,False
2006,38.93,False,True,False,False,False,False,False
2005,38.19,False,True,False,False,False,False,False
2004,37.5,False,True,False,False,False,False,False
2003,35.91,False,True,False,False,False,False,False
2002,37.85,False,True,False,False,False,False,False
2001,36.79,False,True,False,False,False,False,False
2000,35.66,False,True,False,False,False,False,False
1999,35.95,False,True,False,False,False,False,False
1998,34.36,False,True,False,False,False,False,False
1997,34.91,False,True,False,False,False,False,False
1996,38.63,False,True,False,False,False,False,False
1995,36.22,False,True,False,False,False,False,False
1994,36.96,False,True,False,False,False,False,False
1993,36.49,False,True,False,False,False,False,False
1992,34.62,False,True,False,False,False,False,False
1991,33.75,False,True,False,False,False,False,False
1990,32.33,False,True,False,False,False,False,False
1989,32.88,False,True,False,False,False,False,False
1988,31.65,False,True,False,False,False,False,False
1987,32.33,False,True,False,False,False,False,False
1986,28.9,False,True,False,False,False,False,False
1985,29.4,False,True,False,False,False,False,False
1984,30.82,False,True,False,False,False,False,False
1983,26.31,False,True,False,False,False,False,False
1982,30.21,False,True,False,False,False,False,False
1981,31.21,False,True,False,False,False,False,False
1980,28.23,False,True,False,False,False,False,False
1979,30.87,False,True,False,False,False,False,False
1978,28.97,False,True,False,False,False,False,False
1977,30.31,False,True,False,False,False,False,False
1976,20.93,False,True,False,False,False,False,False
1975,23.63,False,True,False,False,False,False,False
1974,26.74,False,True,False,False,False,False,False
1973,25.1,False,True,False,False,False,False,False
