year,Hourly.Salary,Sex_male,Race_hispanic,Race_white,Education_bachelors_degree,Education_high_school,Education_less_than_hs,Education_some_college
2022,16.52,False,True,False,False,False,True,False
2021,16.74,False,True,False,False,False,True,False
2020,17.02,False,True,False,False,False,True,False
2019,16.11,False,True,False,False,False,True,False
2018,15.94,False,True,False,False,False,True,False
2017,15.92,False,True,False,False,False,True,False
2016,15.45,False,True,False,False,False,True,False
2015,15.25,False,True,False,False,False,True,False
2014,14.66,False,True,False,False,False,True,False
2013,14.62,False,True,False,False,False,True,False
2012,14.8,False,True,False,False,False,True,False
2011,14.96,False,True,False,False,False,True,False
2010,15.04,False,True,False,False,False,True,False
2009,15.41,False,True,False,False,False,True,False
2008,15.08,False,True,False,False,False,True,False
2007,15.19,False,True,False,False,False,True,False
2006,14.9,False,True,False,False,False,True,False
2005,14.96,False,True,False,False,False,True,False
2004,15.13,False,True,False,False,False,True,False
2003,15.27,False,True,False,False,False,True,False
2002,15.18,False,True,False,False,False,True,False
2001,14.88,False,True,False,False,False,True,False
2000,14.67,False,True,False,False,False,True,False
1999,14.61,False,True,False,False,False,True,False
1998,14.57,False,True,False,False,False,True,False
1997,14.07,False,True,False,False,False,True,False
1996,13.95,False,True,False,False,False,True,False
1995,13.95,False,True,False,False,False,True,False
1994,14.33,False,True,False,False,False,True,False
1993,14.6,False,True,False,False,False,True,False
1992,14.87,False,True,False,False,False,True,False
1991,14.99,False,True,False,False,False,True,False
1990,15.05,False,True,False,False,False,True,False
1989,15.46,False,True,False,False,False,True,False
1988,15.79,False,True,False,False,False,True,False
1987,15.76,False,True,False,False,False,True,False
1986,16.1,False,True,False,False,False,True,False
1985,16.08,False,True,False,False,False,True,False
1984,16.21,False,True,False,False,False,True,False
1983,16.43,False,True,False,False,False,True,False
1982,16.73,False,True,False,False,False,True,False
1981,17.07,False,True,False,False,False,True,False
1980,17.42,False,True,False,False,False,True,False
1979,17.95,False,True,False,False,False,True,False
1978,17.29,False,True,False,False,False,True,False
1977,17.59,False,True,False,False,False,True,False
1976,17.52,False,True,False,False,False,True,False
1975,17.3,False,True,False,False,False,True,False
1974,17.68,False,True,False,False,False,True,False
1973,18.06,False,True,False,False,False,True,False
2022,21.94,False,True,False,False,True,False,False
2021,22.28,False,True,False,False,True,False,False
2020,22.7,False,True,False,False,True,False,False
2019,21.64,False,True,False,False,True,False,False
2018,21.5,False,True,False,False,True,False,False
2017,21.26,False,True,False,False,True,False,False
2016,21.0,False,True,False,False,True,False,False
2015,20.81,False,True,False,False,True,False,False
2014,20.34,False,True,False,False,True,False,False
2013,20.31,False,True,False,False,True,False,False
2012,20.5,False,True,False,False,True,False,False
2011,20.67,False,True,False,False,True,False,False
2010,21.06,False,True,False,False,True,False,False
2009,21.42,False,True,False,False,True,False,False
2008,20.93,False,True,False,False,True,False,False
2007,21.04,False,True,False,False,True,False,False
2006,21.17,False,True,False,False,True,False,False
2005,21.07,False,True,False,False,True,False,False
2004,21.33,False,True,False,False,True,False,False
2003,21.5,False,True,False,False,True,False,False
2002,21.39,False,True,False,False,True,False,False
2001,21.1,False,True,False,False,True,False,False
2000,20.8,False,True,False,False,True,False,False
1999,20.67,False,True,False,False,True,False,False
1998,20.39,False,True,False,False,True,False,False
1997,19.95,False,True,False,False,True,False,False
1996,19.62,False,True,False,False,True,False,False
1995,19.68,False,True,False,False,True,False,False
1994,19.88,False,True,False,False,True,False,False
1993,19.65,False,True,False,False,True,False,False
1992,19.65,False,True,False,False,True,False,False
1991,19.77,False,True,False,False,True,False,False
1990,19.74,False,True,False,False,True,False,False
1989,20.07,False,True,False,False,True,False,False
1988,20.66,False,True,False,False,True,False,False
1987,20.6,False,True,False,False,True,False,False
1986,20.61,False,True,False,False,True,False,False
1985,20.4,False,True,False,False,True,False,False
1984,20.3,False,True,False,False,True,False,False
1983,20.43,False,True,False,False,True,False,False
1982,20.65,False,True,False,False,True,False,False
1981,20.68,False,True,False,False,True,False,False
1980,20.9,False,True,False,False,True,False,False
1979,21.62,False,True,False,False,True,False,False
1978,21.52,False,True,False,False,True,False,False
1977,21.5,False,True,False,False,True,False,False
1976,21.76,False,True,False,False,True,False,False
1975,21.55,False,True,False,False,True,False,False
1974,21.6,False,True,False,False,True,False,False
1973,22.22,False,True,False,False,True,False,False
2022,24.81,False,True,False,False,False,False,True
2021,24.92,False,True,False,False,False,False,True
2020,25.44,False,True,False,False,False,False,True
2019,24.0,False,True,False,False,False,False,True
2018,23.7,False,True,False,False,False,False,True
2017,23.31,False,True,False,False,False,False,True
2016,23.35,False,True,False,False,False,False,True
2015,23.17,False,True,False,False,False,False,True
2014,22.48,False,True,False,False,False,False,True
2013,22.5,False,True,False,False,False,False,True
2012,22.56,False,True,False,False,False,False,True
2011,22.9,False,True,False,False,False,False,True
2010,23.56,False,True,False,False,False,False,True
2009,23.82,False,True,False,False,False,False,True
2008,23.52,False,True,False,False,False,False,True
2007,23.84,False,True,False,False,False,False,True
2006,23.69,False,True,False,False,False,False,True
2005,23.76,False,True,False,False,False,False,True
2004,24.11,False,True,False,False,False,False,True
2003,24.19,False,True,False,False,False,False,True
2002,24.25,False,True,False,False,False,False,True
2001,24.05,False,True,False,False,False,False,True
2000,23.68,False,True,False,False,False,False,True
1999,23.36,False,True,False,False,False,False,True
1998,23.02,False,True,False,False,False,False,True
1997,22.54,False,True,False,False,False,False,True
1996,22.11,False,True,False,False,False,False,True
1995,22.04,False,True,False,False,False,False,True
1994,22.26,False,True,False,False,False,False,True
1993,22.27,False,True,False,False,False,False,True
1992,22.26,False,True,False,False,False,False,True
1991,22.49,False,True,False,False,False,False,True
1990,22.58,False,True,False,False,False,False,True
1989,22.61,False,True,False,False,False,False,True
1988,23.03,False,True,False,False,False,False,True
1987,23.17,False,True,False,False,False,False,True
1986,23.12,False,True,False,False,False,False,True
1985,22.6,False,True,False,False,False,False,True
1984,22.37,False,True,False,False,False,False,True
1983,22.28,False,True,False,False,False,False,True
1982,22.43,False,True,False,False,False,False,True
1981,22.47,False,True,False,False,False,False,True
1980,22.73,False,True,False,False,False,False,True
1979,23.2,False,True,False,False,False,False,True
1978,23.25,False,True,False,False,False,False,True
1977,22.97,False,True,False,False,False,False,True
1976,23.49,False,True,False,False,False,False,True
1975,23.3,False,True,False,False,False,False,True
1974,23.32,False,True,False,False,False,False,True
1973,24.08,False,True,False,False,False,False,True
2022,41.6,False,True,False,True,False,False,False
2021,41.32,False,True,False,True,False,False,False
2020,41.65,False,True,False,True,False,False,False
2019,39.61,False,True,False,True,False,False,False
2018,38.87,False,True,False,True,False,False,False
2017,38.65,False,True,False,True,False,False,False
2016,38.73,False,True,False,True,False,False,False
2015,37.96,False,True,False,True,False,False,False
2014,36.47,False,True,False,True,False,False,False
2013,37.0,False,True,False,True,False,False,False
2012,36.76,False,True,False,True,False,False,False
2011,36.44,False,True,False,True,False,False,False
2010,37.42,False,True,False,True,False,False,False
2009,37.3,False,True,False,True,False,False,False
2008,37.04,False,True,False,True,False,False,False
2007,37.23,False,True,False,True,False,False,False
2006,36.99,False,True,False,True,False,False,False
2005,36.89,False,True,False,True,False,False,False
2004,36.78,False,True,False,True,False,False,False
2003,37.14,False,True,False,True,False,False,False
2002,37.26,False,True,False,True,False,False,False
2001,37.07,False,True,False,True,False,False,False
2000,36.44,False,True,False,True,False,False,False
1999,35.76,False,True,False,True,False,False,False
1998,34.97,False,True,False,True,False,False,False
1997,33.44,False,True,False,True,False,False,False
1996,32.5,False,True,False,True,False,False,False
1995,32.86,False,True,False,True,False,False,False
1994,32.72,False,True,False,True,False,False,False
1993,32.16,False,True,False,True,False,False,False
1992,32.16,False,True,False,True,False,False,False
1991,31.87,False,True,False,True,False,False,False
1990,32.21,False,True,False,True,False,False,False
1989,31.89,False,True,False,True,False,False,False
1988,33.41,False,True,False,True,False,False,False
1987,33.19,False,True,False,True,False,False,False
1986,32.67,False,True,False,True,False,False,False
1985,31.5,False,True,False,True,False,False,False
1984,31.07,False,True,False,True,False,False,False
1983,30.73,False,True,False,True,False,False,False
1982,30.55,False,True,False,True,False,False,False
1981,30.17,False,True,False,True,False,False,False
1980,30.04,False,True,False,True,False,False,False
1979,30.57,False,True,False,True,False,False,False
1978,30.9,False,True,False,True,False,False,False
1977,31.07,False,True,False,True,False,False,False
1976,31.46,False,True,False,True,False,False,False
1975,31.45,False,True,False,True,False,False,False
1974,31.69,False,True,False,True,False,False,False
1973,32.8,False,True,False,True,False,False,False
2022,53.22,False,True,False,False,False,False,False
2021,53.45,False,True,False,False,False,False,False
2020,53.74,False,True,False,False,False,False,False
2019,51.57,False,True,False,False,False,False,False
2018,51.03,False,True,False,False,False,False,False
2017,49.4,False,True,False,False,False,False,False
2016,49.64,False,True,False,False,False,False,False
2015,48.42,False,True,False,False,False,False,False
2014,47.27,False,True,False,False,False,False,False
2013,48.54,False,True,False,False,False,False,False
2012,48.47,False,True,False,False,False,False,False
2011,47.56,False,True,False,False,False,False,False
2010,48.8,False,True,False,False,False,False,False
2009,49.12,False,True,False,False,False,False,False
2008,47.55,False,True,False,False,False,False,False
2007,47.31,False,True,False,False,False,False,False
2006,47.23,False,True,False,False,False,False,False
2005,47.09,False,True,False,False,False,False,False
2004,47.48,False,True,False,False,False,False,False
2003,46.79,False,True,False,False,False,False,False
2002,47.36,False,True,False,False,False,False,False
2001,46.23,False,True,False,False,False,False,False
2000,45.99,False,True,False,False,False,False,False
1999,46.02,False,True,False,False,False,False,False
1998,44.49,False,True,False,False,False,False,False
1997,43.68,False,True,False,False,False,False,False
1996,43.35,False,True,False,False,False,False,False
1995,43.27,False,True,False,False,False,False,False
1994,43.46,False,True,False,False,False,False,False
1993,41.45,False,True,False,False,False,False,False
1992,40.94,False,True,False,False,False,False,False
1991,40.71,False,True,False,False,False,False,False
1990,39.95,False,True,False,False,False,False,False
1989,39.8,False,True,False,False,False,False,False
1988,41.12,False,True,False,False,False,False,False
1987,40.55,False,True,False,False,False,False,False
1986,39.88,False,True,False,False,False,False,False
1985,38.31,False,True,False,False,False,False,False
1984,37.45,False,True,False,False,False,False,False
1983,36.78,False,True,False,False,False,False,False
1982,36.08,False,True,False,False,False,False,False
1981,35.32,False,True,False,False,False,False,False
1980,35.53,False,True,False,False,False,False,False
1979,36.19,False,True,False,False,False,False,False
1978,37.56,False,True,False,False,False,False,False
1977,37.36,False,True,False,False,False,False,False
1976,37.5,False,True,False,False,False,False,False
1975,38.41,False,True,False,False,False,False,False
1974,38.37,False,True,False,False,False,False,False
1973,38.16,False,True,False,False,False,False,False
2022,17.99,True,True,False,False,False,True,False
2021,18.34,True,True,False,False,False,True,False
2020,18.76,True,True,False,False,False,True,False
2019,17.55,True,True,False,False,False,True,False
2018,17.7,True,True,False,False,False,True,False
2017,17.63,True,True,False,False,False,True,False
2016,16.95,True,True,False,False,False,True,False
2015,16.63,True,True,False,False,False,True,False
2014,15.95,True,True,False,False,False,True,False
2013,15.86,True,True,False,False,False,True,False
2012,16.15,True,True,False,False,False,True,False
2011,16.16,True,True,False,False,False,True,False
2010,16.32,True,True,False,False,False,True,False
2009,16.91,True,True,False,False,False,True,False
2008,16.56,True,True,False,False,False,True,False
2007,16.6,True,True,False,False,False,True,False
2006,16.31,True,True,False,False,False,True,False
2005,16.46,True,True,False,False,False,True,False
2004,16.66,True,True,False,False,False,True,False
2003,16.79,True,True,False,False,False,True,False
2002,16.7,True,True,False,False,False,True,False
2001,16.23,True,True,False,False,False,True,False
2000,16.13,True,True,False,False,False,True,False
1999,16.16,True,True,False,False,False,True,False
1998,16.04,True,True,False,False,False,True,False
1997,15.44,True,True,False,False,False,True,False
1996,15.45,True,True,False,False,False,True,False
1995,15.39,True,True,False,False,False,True,False
1994,15.72,True,True,False,False,False,True,False
1993,16.09,True,True,False,False,False,True,False
1992,16.42,True,True,False,False,False,True,False
1991,16.66,True,True,False,False,False,True,False
1990,16.9,True,True,False,False,False,True,False
1989,17.63,True,True,False,False,False,True,False
1988,18.02,True,True,False,False,False,True,False
1987,18.05,True,True,False,False,False,True,False
1986,18.44,True,True,False,False,False,True,False
1985,18.46,True,True,False,False,False,True,False
1984,18.66,True,True,False,False,False,True,False
1983,18.89,True,True,False,False,False,True,False
1982,19.34,True,True,False,False,False,True,False
1981,19.64,True,True,False,False,False,True,False
1980,20.08,True,True,False,False,False,True,False
1979,20.74,True,True,False,False,False,True,False
1978,20.1,True,True,False,False,False,True,False
1977,20.43,True,True,False,False,False,True,False
1976,20.36,True,True,False,False,False,True,False
1975,20.0,True,True,False,False,False,True,False
1974,20.63,True,True,False,False,False,True,False
1973,21.18,True,True,False,False,False,True,False
2022,24.08,True,True,False,False,True,False,False
2021,24.36,True,True,False,False,True,False,False
2020,25.09,True,True,False,False,True,False,False
2019,23.99,True,True,False,False,True,False,False
2018,23.72,True,True,False,False,True,False,False
2017,23.47,True,True,False,False,True,False,False
2016,23.01,True,True,False,False,True,False,False
2015,22.93,True,True,False,False,True,False,False
2014,22.4,True,True,False,False,True,False,False
2013,22.28,True,True,False,False,True,False,False
2012,22.65,True,True,False,False,True,False,False
2011,22.81,True,True,False,False,True,False,False
2010,23.28,True,True,False,False,True,False,False
2009,23.74,True,True,False,False,True,False,False
2008,23.3,True,True,False,False,True,False,False
2007,23.39,True,True,False,False,True,False,False
2006,23.55,True,True,False,False,True,False,False
2005,23.34,True,True,False,False,True,False,False
2004,23.74,True,True,False,False,True,False,False
2003,23.89,True,True,False,False,True,False,False
2002,23.92,True,True,False,False,True,False,False
2001,23.67,True,True,False,False,True,False,False
2000,23.48,True,True,False,False,True,False,False
1999,23.31,True,True,False,False,True,False,False
1998,22.99,True,True,False,False,True,False,False
1997,22.58,True,True,False,False,True,False,False
1996,22.11,True,True,False,False,True,False,False
1995,22.2,True,True,False,False,True,False,False
1994,22.39,True,True,False,False,True,False,False
1993,22.18,True,True,False,False,True,False,False
1992,22.32,True,True,False,False,True,False,False
1991,22.49,True,True,False,False,True,False,False
1990,22.69,True,True,False,False,True,False,False
1989,23.31,True,True,False,False,True,False,False
1988,24.18,True,True,False,False,True,False,False
1987,24.17,True,True,False,False,True,False,False
1986,24.24,True,True,False,False,True,False,False
1985,24.14,True,True,False,False,True,False,False
1984,24.06,True,True,False,False,True,False,False
1983,24.33,True,True,False,False,True,False,False
1982,24.64,True,True,False,False,True,False,False
1981,24.84,True,True,False,False,True,False,False
1980,25.18,True,True,False,False,True,False,False
1979,26.04,True,True,False,False,True,False,False
1978,25.97,True,True,False,False,True,False,False
1977,25.97,True,True,False,False,True,False,False
1976,26.14,True,True,False,False,True,False,False
1975,26.02,True,True,False,False,True,False,False
1974,26.15,True,True,False,False,True,False,False
1973,26.9,True,True,False,False,True,False,False
2022,27.96,True,True,False,False,False,False,True
2021,27.96,True,True,False,False,False,False,True
2020,28.55,True,True,False,False,False,False,True
2019,26.99,True,True,False,False,False,False,True
2018,26.61,True,True,False,False,False,False,True
2017,25.91,True,True,False,False,False,False,True
2016,25.98,True,True,False,False,False,False,True
2015,25.99,True,True,False,False,False,False,True
2014,24.96,True,True,False,False,False,False,True
2013,25.07,True,True,False,False,False,False,True
2012,25.05,True,True,False,False,False,False,True
2011,25.34,True,True,False,False,False,False,True
2010,26.24,True,True,False,False,False,False,True
2009,26.75,True,True,False,False,False,False,True
2008,26.32,True,True,False,False,False,False,True
2007,26.66,True,True,False,False,False,False,True
2006,26.39,True,True,False,False,False,False,True
2005,26.49,True,True,False,False,False,False,True
2004,27.03,True,True,False,False,False,False,True
2003,27.04,True,True,False,False,False,False,True
2002,27.1,True,True,False,False,False,False,True
2001,27.12,True,True,False,False,False,False,True
2000,26.78,True,True,False,False,False,False,True
1999,26.34,True,True,False,False,False,False,True
1998,25.86,True,True,False,False,False,False,True
1997,25.33,True,True,False,False,False,False,True
1996,24.79,True,True,False,False,False,False,True
1995,24.78,True,True,False,False,False,False,True
1994,24.89,True,True,False,False,False,False,True
1993,24.84,True,True,False,False,False,False,True
1992,24.95,True,True,False,False,False,False,True
1991,25.46,True,True,False,False,False,False,True
1990,25.75,True,True,False,False,False,False,True
1989,25.78,True,True,False,False,False,False,True
1988,26.71,True,True,False,False,False,False,True
1987,27.02,True,True,False,False,False,False,True
1986,27.04,True,True,False,False,False,False,True
1985,26.25,True,True,False,False,False,False,True
1984,25.97,True,True,False,False,False,False,True
1983,26.04,True,True,False,False,False,False,True
1982,26.22,True,True,False,False,False,False,True
1981,26.24,True,True,False,False,False,False,True
1980,26.63,True,True,False,False,False,False,True
1979,27.18,True,True,False,False,False,False,True
1978,27.14,True,True,False,False,False,False,True
1977,26.7,True,True,False,False,False,False,True
1976,27.1,True,True,False,False,False,False,True
1975,26.93,True,True,False,False,False,False,True
1974,26.79,True,True,False,False,False,False,True
1973,27.67,True,True,False,False,False,False,True
2022,49.01,True,True,False,True,False,False,False
2021,47.83,True,True,False,True,False,False,False
2020,48.15,True,True,False,True,False,False,False
2019,45.74,True,True,False,True,False,False,False
2018,44.97,True,True,False,True,False,False,False
2017,44.5,True,True,False,True,False,False,False
2016,44.98,True,True,False,True,False,False,False
2015,43.47,True,True,False,True,False,False,False
2014,41.14,True,True,False,True,False,False,False
2013,42.34,True,True,False,True,False,False,False
2012,42.25,True,True,False,True,False,False,False
2011,41.41,True,True,False,True,False,False,False
2010,42.71,True,True,False,True,False,False,False
2009,43.04,True,True,False,True,False,False,False
2008,42.34,True,True,False,True,False,False,False
2007,42.55,True,True,False,True,False,False,False
2006,41.97,True,True,False,True,False,False,False
2005,41.96,True,True,False,True,False,False,False
2004,41.74,True,True,False,True,False,False,False
2003,42.18,True,True,False,True,False,False,False
2002,42.36,True,True,False,True,False,False,False
2001,42.14,True,True,False,True,False,False,False
2000,41.41,True,True,False,True,False,False,False
1999,40.71,True,True,False,True,False,False,False
1998,39.63,True,True,False,True,False,False,False
1997,37.84,True,True,False,True,False,False,False
1996,36.8,True,True,False,True,False,False,False
1995,37.07,True,True,False,True,False,False,False
1994,36.89,True,True,False,True,False,False,False
1993,36.37,True,True,False,True,False,False,False
1992,36.38,True,True,False,True,False,False,False
1991,36.36,True,True,False,True,False,False,False
1990,36.77,True,True,False,True,False,False,False
1989,36.6,True,True,False,True,False,False,False
1988,39.34,True,True,False,True,False,False,False
1987,39.07,True,True,False,True,False,False,False
1986,38.52,True,True,False,True,False,False,False
1985,37.0,True,True,False,True,False,False,False
1984,36.63,True,True,False,True,False,False,False
1983,36.21,True,True,False,True,False,False,False
1982,35.8,True,True,False,True,False,False,False
1981,35.41,True,True,False,True,False,False,False
1980,35.16,True,True,False,True,False,False,False
1979,35.72,True,True,False,True,False,False,False
1978,35.92,True,True,False,True,False,False,False
1977,36.09,True,True,False,True,False,False,False
1976,36.42,True,True,False,True,False,False,False
1975,36.21,True,True,False,True,False,False,False
1974,36.62,True,True,False,True,False,False,False
1973,37.69,True,True,False,True,False,False,False
2022,63.51,True,True,False,False,False,False,False
2021,63.52,True,True,False,False,False,False,False
2020,62.7,True,True,False,False,False,False,False
2019,59.93,True,True,False,False,False,False,False
2018,59.73,True,True,False,False,False,False,False
2017,56.77,True,True,False,False,False,False,False
2016,57.71,True,True,False,False,False,False,False
2015,56.32,True,True,False,False,False,False,False
2014,54.63,True,True,False,False,False,False,False
2013,56.35,True,True,False,False,False,False,False
2012,56.26,True,True,False,False,False,False,False
2011,54.15,True,True,False,False,False,False,False
2010,55.87,True,True,False,False,False,False,False
2009,56.35,True,True,False,False,False,False,False
2008,54.06,True,True,False,False,False,False,False
2007,53.61,True,True,False,False,False,False,False
2006,53.5,True,True,False,False,False,False,False
2005,53.29,True,True,False,False,False,False,False
2004,53.92,True,True,False,False,False,False,False
2003,52.49,True,True,False,False,False,False,False
2002,53.17,True,True,False,False,False,False,False
2001,51.54,True,True,False,False,False,False,False
2000,51.48,True,True,False,False,False,False,False
1999,51.52,True,True,False,False,False,False,False
1998,49.41,True,True,False,False,False,False,False
1997,48.47,True,True,False,False,False,False,False
1996,47.89,True,True,False,False,False,False,False
1995,47.93,True,True,False,False,False,False,False
1994,47.61,True,True,False,False,False,False,False
1993,46.08,True,True,False,False,False,False,False
1992,45.58,True,True,False,False,False,False,False
1991,45.38,True,True,False,False,False,False,False
1990,44.6,True,True,False,False,False,False,False
1989,44.02,True,True,False,False,False,False,False
1988,46.35,True,True,False,False,False,False,False
1987,45.58,True,True,False,False,False,False,False
1986,44.72,True,True,False,False,False,False,False
1985,42.75,True,True,False,False,False,False,False
1984,41.3,True,True,False,False,False,False,False
1983,40.53,True,True,False,False,False,False,False
1982,39.95,True,True,False,False,False,False,False
1981,38.72,True,True,False,False,False,False,False
1980,39.0,True,True,False,False,False,False,False
1979,39.52,True,True,False,False,False,False,False
1978,40.89,True,True,False,False,False,False,False
1977,40.56,True,True,False,False,False,False,False
1976,40.31,True,True,False,False,False,False,False
1975,40.86,True,True,False,False,False,False,False
1974,41.03,True,True,False,False,False,False,False
1973,40.09,True,True,False,False,False,False,False
2022,14.33,False,True,False,False,False,True,False
2021,14.36,False,True,False,False,False,True,False
2020,14.4,False,True,False,False,False,True,False
2019,13.96,False,True,False,False,False,True,False
2018,13.36,False,True,False,False,False,True,False
2017,13.39,False,True,False,False,False,True,False
2016,13.11,False,True,False,False,False,True,False
2015,13.09,False,True,False,False,False,True,False
2014,12.6,False,True,False,False,False,True,False
2013,12.62,False,True,False,False,False,True,False
2012,12.72,False,True,False,False,False,True,False
2011,13.07,False,True,False,False,False,True,False
2010,13.08,False,True,False,False,False,True,False
2009,13.14,False,True,False,False,False,True,False
2008,12.8,False,True,False,False,False,True,False
2007,12.96,False,True,False,False,False,True,False
2006,12.71,False,True,False,False,False,True,False
2005,12.64,False,True,False,False,False,True,False
2004,12.77,False,True,False,False,False,True,False
2003,12.97,False,True,False,False,False,True,False
2002,12.93,False,True,False,False,False,True,False
2001,12.9,False,True,False,False,False,True,False
2000,12.52,False,True,False,False,False,True,False
1999,12.42,False,True,False,False,False,True,False
1998,12.4,False,True,False,False,False,True,False
1997,12.02,False,True,False,False,False,True,False
1996,11.75,False,True,False,False,False,True,False
1995,11.84,False,True,False,False,False,True,False
1994,12.26,False,True,False,False,False,True,False
1993,12.36,False,True,False,False,False,True,False
1992,12.54,False,True,False,False,False,True,False
1991,12.47,False,True,False,False,False,True,False
1990,12.23,False,True,False,False,False,True,False
1989,12.25,False,True,False,False,False,True,False
1988,12.46,False,True,False,False,False,True,False
1987,12.36,False,True,False,False,False,True,False
1986,12.59,False,True,False,False,False,True,False
1985,12.49,False,True,False,False,False,True,False
1984,12.55,False,True,False,False,False,True,False
1983,12.72,False,True,False,False,False,True,False
1982,12.82,False,True,False,False,False,True,False
1981,13.12,False,True,False,False,False,True,False
1980,13.22,False,True,False,False,False,True,False
1979,13.54,False,True,False,False,False,True,False
1978,13.02,False,True,False,False,False,True,False
1977,13.08,False,True,False,False,False,True,False
1976,12.96,False,True,False,False,False,True,False
1975,12.91,False,True,False,False,False,True,False
1974,12.87,False,True,False,False,False,True,False
1973,12.89,False,True,False,False,False,True,False
2022,18.93,False,True,False,False,True,False,False
2021,19.36,False,True,False,False,True,False,False
2020,19.35,False,True,False,False,True,False,False
2019,18.48,False,True,False,False,True,False,False
2018,18.49,False,True,False,False,True,False,False
2017,18.31,False,True,False,False,True,False,False
2016,18.33,False,True,False,False,True,False,False
2015,18.05,False,True,False,False,True,False,False
2014,17.72,False,True,False,False,True,False,False
2013,17.84,False,True,False,False,True,False,False
2012,17.82,False,True,False,False,True,False,False
2011,18.01,False,True,False,False,True,False,False
2010,18.43,False,True,False,False,True,False,False
2009,18.7,False,True,False,False,True,False,False
2008,18.09,False,True,False,False,True,False,False
2007,18.26,False,True,False,False,True,False,False
2006,18.32,False,True,False,False,True,False,False
2005,18.41,False,True,False,False,True,False,False
2004,18.59,False,True,False,False,True,False,False
2003,18.85,False,True,False,False,True,False,False
2002,18.59,False,True,False,False,True,False,False
2001,18.28,False,True,False,False,True,False,False
2000,17.87,False,True,False,False,True,False,False
1999,17.78,False,True,False,False,True,False,False
1998,17.54,False,True,False,False,True,False,False
1997,17.11,False,True,False,False,True,False,False
1996,16.92,False,True,False,False,True,False,False
1995,16.95,False,True,False,False,True,False,False
1994,17.2,False,True,False,False,True,False,False
1993,16.99,False,True,False,False,True,False,False
1992,16.88,False,True,False,False,True,False,False
1991,16.97,False,True,False,False,True,False,False
1990,16.69,False,True,False,False,True,False,False
1989,16.77,False,True,False,False,True,False,False
1988,17.08,False,True,False,False,True,False,False
1987,16.98,False,True,False,False,True,False,False
1986,16.94,False,True,False,False,True,False,False
1985,16.6,False,True,False,False,True,False,False
1984,16.45,False,True,False,False,True,False,False
1983,16.52,False,True,False,False,True,False,False
1982,16.63,False,True,False,False,True,False,False
1981,16.46,False,True,False,False,True,False,False
1980,16.54,False,True,False,False,True,False,False
1979,16.94,False,True,False,False,True,False,False
1978,16.84,False,True,False,False,True,False,False
1977,16.71,False,True,False,False,True,False,False
1976,17.01,False,True,False,False,True,False,False
1975,16.54,False,True,False,False,True,False,False
1974,16.49,False,True,False,False,True,False,False
1973,16.97,False,True,False,False,True,False,False
2022,21.76,False,True,False,False,False,False,True
2021,21.97,False,True,False,False,False,False,True
2020,22.35,False,True,False,False,False,False,True
2019,21.09,False,True,False,False,False,False,True
2018,20.91,False,True,False,False,False,False,True
2017,20.83,False,True,False,False,False,False,True
2016,20.89,False,True,False,False,False,False,True
2015,20.54,False,True,False,False,False,False,True
2014,20.14,False,True,False,False,False,False,True
2013,20.12,False,True,False,False,False,False,True
2012,20.26,False,True,False,False,False,False,True
2011,20.64,False,True,False,False,False,False,True
2010,21.16,False,True,False,False,False,False,True
2009,21.22,False,True,False,False,False,False,True
2008,20.99,False,True,False,False,False,False,True
2007,21.25,False,True,False,False,False,False,True
2006,21.22,False,True,False,False,False,False,True
2005,21.25,False,True,False,False,False,False,True
2004,21.46,False,True,False,False,False,False,True
2003,21.6,False,True,False,False,False,False,True
2002,21.59,False,True,False,False,False,False,True
2001,21.18,False,True,False,False,False,False,True
2000,20.76,False,True,False,False,False,False,True
1999,20.55,False,True,False,False,False,False,True
1998,20.34,False,True,False,False,False,False,True
1997,19.85,False,True,False,False,False,False,True
1996,19.55,False,True,False,False,False,False,True
1995,19.43,False,True,False,False,False,False,True
1994,19.76,False,True,False,False,False,False,True
1993,19.82,False,True,False,False,False,False,True
1992,19.67,False,True,False,False,False,False,True
1991,19.57,False,True,False,False,False,False,True
1990,19.48,False,True,False,False,False,False,True
1989,19.47,False,True,False,False,False,False,True
1988,19.39,False,True,False,False,False,False,True
1987,19.25,False,True,False,False,False,False,True
1986,19.04,False,True,False,False,False,False,True
1985,18.69,False,True,False,False,False,False,True
1984,18.44,False,True,False,False,False,False,True
1983,18.23,False,True,False,False,False,False,True
1982,18.26,False,True,False,False,False,False,True
1981,18.13,False,True,False,False,False,False,True
1980,18.12,False,True,False,False,False,False,True
1979,18.25,False,True,False,False,False,False,True
1978,18.17,False,True,False,False,False,False,True
1977,17.92,False,True,False,False,False,False,True
1976,18.37,False,True,False,False,False,False,True
1975,17.91,False,True,False,False,False,False,True
1974,17.91,False,True,False,False,False,False,True
1973,18.41,False,True,False,False,False,False,True
2022,34.39,False,True,False,True,False,False,False
2021,35.08,False,True,False,True,False,False,False
2020,35.41,False,True,False,True,False,False,False
2019,33.8,False,True,False,True,False,False,False
2018,33.03,False,True,False,True,False,False,False
2017,33.01,False,True,False,True,False,False,False
2016,32.66,False,True,False,True,False,False,False
2015,32.54,False,True,False,True,False,False,False
2014,31.98,False,True,False,True,False,False,False
2013,31.79,False,True,False,True,False,False,False
2012,31.45,False,True,False,True,False,False,False
2011,31.63,False,True,False,True,False,False,False
2010,32.33,False,True,False,True,False,False,False
